"geographicAreaM49","timePointYears","Value_4100","Value_4101","Value_4102","Value_4103","Value_4104","Value_4105","Value_4106","Value_4107","Value_4108","Value_4109","Value_4110","Value_4111","Value_4112","Value_4113","Value_4114","Value_4115","Value_4116","Value_4150","Value_4151","Value_4152","Value_4153","Value_4154","Value_4155","Value_4156","Value_4157","Value_4158","Value_4159","Value_4160","Value_4161","Value_4162","Value_4164","Value_4165","Value_4168","Value_4171","Value_4172","Value_4173","Value_4174","Value_4176","Value_4177","Value_4178","Value_4182","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4193","Value_4194","Value_4195","Value_4196","Value_4197","Value_4250","Value_4251","Value_4252","Value_4253","Value_4254","Value_4255","Value_4256","Value_4257","Value_4260","Value_4261","Value_4262","Value_4263","Value_4264","Value_4265","Value_4266","Value_4267","Value_4268","Value_4269","Value_4270","Value_4271","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4306","Value_4307","Value_4308","Value_4309","Value_4310","Value_4311","Value_4312","Value_4313","Value_4314","Value_4315","Value_4316","Value_4317","Value_4318","Value_4319","Value_4320","Value_4321","Value_4322","Value_4323","Value_4324","Value_4325","Value_4326","Value_4327","Value_4328","Value_4329","Value_4330","Value_4331","Value_4332","Value_4333","Value_4334","Value_4335","Value_4336","Value_4337","Value_4338","Value_4339","Value_4340","Value_4341","Value_4342","Value_4343","Value_4344","Value_4345","Value_4346","Value_4347","Value_4348","Value_4349","Value_4350","Value_4351","Value_4352","Value_4353","Value_4354","Value_4355","Value_4356","Value_4357","Value_4358","Value_4359","Value_4360","Value_4361","Value_4362","Value_4363","Value_4364","Value_4366","Value_4367","Value_4369","Value_4370","Value_4371","Value_4372","Value_4373","Value_4374","Value_4376","Value_4377","Value_4378","Value_4379","Value_4400","Value_4401","Value_4403","Value_4410","Value_4411","Value_4412","Value_4413","Value_4414","Value_4415","Value_4416","Value_4417","Value_4418","Value_4420","Value_4421","Value_4422","Value_4423","Value_4424","Value_4425","Value_4426","Value_4427","Value_4431","Value_4432","Value_4434","Value_4436","Value_4437","Value_4438","Value_4439","Value_4445","Value_4446","Value_4448","Value_4449","Value_4450","Value_4451","Value_4452","Value_4453","Value_4454","Value_4455","Value_4457","Value_4458","Value_4459","Value_4460","Value_4461","Value_4462","Value_4463","Value_4464","Value_4465","Value_4466","Value_4467","Value_4468","Value_4469","Value_4470","Value_4471","Value_4472","Value_4473","Value_4474","Value_4475","Value_4476","Value_4477","Value_4481","Value_4482","Value_4483","Value_4484","Value_4485","Value_4486","Value_4487","Value_4490","Value_4491","Value_4492","Value_4493","Value_4497","Value_4499","Value_4503","Value_4507","Value_4508","Value_4509","Value_4510","Value_4511","Value_4512","Value_4513","Value_4514","Value_4515","Value_4516","Value_4517","Value_4520","Value_4521","Value_4522","Value_4523","Value_4524","Value_4525","Value_4531","Value_4532","Value_4533","Value_4534","Value_4535","Value_4536","Value_4537","Value_4538","Value_4541","Value_4542","Value_4543","Value_4544","Value_4545","Value_4546","Value_4547","Value_4548","Value_4549","Value_4550","Value_4551","Value_4552","Value_4553","Value_4554","Value_4555","Value_4556","Value_4557","ID","label"
"Canada",1991,998467,45476.6666666667,6501,51977.6666666667,27750,6449.66666666667,21300.3333333333,2.77933333333333,508,333,175,0.851257142857143,538333333333.333,1.507,99.8,99,100,5362,537,24.01,1500,370,2840,360,2850,102802.333333333,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,104678,1.792,0,0,0,0,836.666666666667,3.991,5.102,36,45.09,8.851,11.32,79.84,1590,0,44.06,1.031,45.09,0.0027,0,0,0,0,5.915,5.212,0,0.1375,1.554,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14420,1.582,0,0,0,1945,4.269,179.9,19332,0,26.94,0,0,0,0,0,0,100,234.1,0,5.20566666666667,29006.3333333333,695.025,0,0,3.193,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,140.8,0,0,0,360,0.141,3.53866666666667,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.566,0,0,0,0,0,0,2.065,"460_Canada_1991","imputed"
"Canada",1992,998467,45562,6359,51921,28354,6557,21797,2.84,460,303,157,0.853914285714286,5.92e+11,1.507,99.8,99,100,5362,537,24.02,1500,370,2840,360,2850,100515,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,102349,1.792,0,0,0,0,838.333333333333,4.02866666666667,5.135,34.97,44.13,9.14166666666667,11.6533333333333,79.2166666666667,1531,0,42.82,1.311,44.13,0.0027,0,0,0,0,5.915,5.212,0,0.1388,1.521,0,0,0,0,0,0,0,0,8.13666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14700,1.54833333333333,0,0,0,2827,6.20266666666667,177.966666666667,20879,0,26.7033333333333,0,0,0,0,0,0,100,230.166666666667,0,5.2,28563.6666666667,679.8,0,0,3.41066666666667,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,140.8,0,0,0,360,0.141,3.129,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.51133333333333,0,0,0,0,0,0,2.065,"461_Canada_1992","imputed"
"Canada",1995,998467,45574.3333333333,6498.33333333333,52072.6666666667,28859.6666666667,6529.33333333333,22330.3333333333,2.89066666666667,440.666666666667,284,156.666666666667,0.856571428571429,612333333333.333,1.507,99.8,99,100,5362,537,24.09,1500,370,2840,360,2850,98813.3333333333,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,100616.333333333,1.792,0,0,0,0,840,4.06633333333333,5.168,33.94,43.17,9.43233333333333,11.9866666666667,78.5933333333333,1472,0,41.58,1.591,43.17,0.0027,0,0,0,0,5.915,5.212,0,0.1401,1.488,0,0,0,0,0,0,0,0,7.87333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14930.3333333333,1.51466666666667,0,0,0,3709,8.13633333333333,176.033333333333,21206.3333333333,0,26.4666666666667,0,0,0,0,0,0,100,226.233333333333,0,5.21533333333333,28121,660.3,0,0,3.62833333333333,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,139.666666666667,0,0,0,360,0.141,2.95666666666667,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.45666666666667,0,0,0,0,0,0,2.065,"462_Canada_1995","imputed"
"Canada",1996,998467,45586.6666666667,6637.66666666667,52224.3333333333,29365.3333333333,6501.66666666667,22863.6666666667,2.94133333333333,421.333333333333,265,156.333333333333,0.859228571428571,632666666666.667,1.507,99.8,99,100,5362,537,24.16,1500,370,2840,360,2850,97111.6666666667,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,98883.6666666667,1.792,0,0,0,0,840.125,4.104,5.201,32.91,42.21,9.723,12.32,77.97,1413,0,40.34,1.871,42.21,0.0027,0,0,0,0,5.915,5.212,0,0.1414,1.455,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15160.6666666667,1.481,0,0,0,4591,10.07,174.1,21533.6666666667,0,26.23,0,0,0,0,0,0,100,222.3,0,5.23066666666667,27806.25,640.8,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,138.533333333333,0,0,0,360,0.141,2.78433333333333,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.402,0,0,0,0,0,0,2.065,"463_Canada_1996","imputed"
"Canada",1997,998467,45599,6777,52376,29871,6474,23397,2.992,402,246,156,0.861885714285714,6.53e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,95410,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,97151,1.792,0,0,0,0,840.25,3.906,5.307,32.4633333333333,42.1111111111111,9.26711111111111,12.5322222222222,78.2122222222222,1395.22222222222,0,40.34,1.871,42.1111111111111,0.0027,0,0,0,0,5.915,5.212,0,0.134577777777778,1.45155555555556,0,0,0,0,0,0,0,0,7.34666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15391,1.47755555555556,0,0,0,5651,12.38,173.55,21861,0,26.4022222222222,0,0,0,0,0,0,100,219.45,0,5.246,27491.5,654,0,0,3.92809090909091,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,137.4,0,0,0,360,0.141,2.612,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.39644444444444,362.333333333333,0,0,0,0,0,2.065,"464_Canada_1997","imputed"
"Canada",1998,998467,45630.75,6680.5,52311.25,30225.5,6429.75,23795.75,3.0275,394.5,236.5,158,0.864542857142857,6.7925e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,94329,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,96050.25,1.792,0,0,0,0,840.375,3.708,5.413,32.0166666666667,42.0122222222222,8.81122222222222,12.7444444444444,78.4544444444444,1377.44444444444,0,40.34,1.871,42.0122222222222,0.0027,0,0,0,0,5.915,5.212,0,0.127755555555556,1.44811111111111,0,0,0,0,0,0,0,0,7.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15771.5,1.47411111111111,0,0,0,6711,14.69,173,22452.25,0,26.5744444444444,0,0,0,0,0,0,100,216.6,0,5.2395,27176.75,667.2,0,0,4.01018181818182,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.75,129.025,0,0,0,360,0.141,2.50875,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.39088888888889,724.666666666667,0,0,0,0,0,2.065,"465_Canada_1998","imputed"
"Canada",2000,998467,45662.5,6584,52246.5,30580,6385.5,24194.5,3.063,387,227,160,0.8672,7.055e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,93248,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,94949.5,1.792,0,0,0,0,840.5,3.51,5.47942857142857,31.57,41.9133333333333,8.35533333333333,12.9566666666667,78.6966666666667,1359.66666666667,0,40.34,1.871,41.9133333333333,0.0027,0,0,0,0,5.915,5.212,0,0.120933333333333,1.44466666666667,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16152,1.47066666666667,0,0,0,7771,17,173.742857142857,23043.5,0,26.7466666666667,0,0,0,0,0,0,100,217.328571428571,0,5.233,26862,680.4,0,0,4.09227272727273,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.5,120.65,0,0,0,360,0.141,2.4055,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.38533333333333,1087,0,0,22.3857142857143,0,0,2.065,"466_Canada_2000","imputed"
"Canada",2001,998467,45694.25,6487.5,52181.75,30934.5,6341.25,24593.25,3.0985,379.5,217.5,162,0.87152,7.3175e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,92167,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,93848.75,1.792,0,0,0,0,840.575,3.312,5.54585714285714,31.8283333333333,41.8144444444444,7.89944444444444,13.1688888888889,78.9388888888889,1341.88888888889,0,40.34,1.871,41.8144444444444,0.0027,0,0,0,0,5.915,5.212,0,0.114111111111111,1.44122222222222,0,0,0,0,0,0,0,0,6.55666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16532.5,1.46722222222222,0,0,0,8831,19.31,174.485714285714,23634.75,0,26.9188888888889,0,0,0,0,0,0,100,218.057142857143,0,5.2265,26519.75,693.6,0,0,4.17436363636364,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.25,112.275,0,0,0,360,0.141,2.30225,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.37977777777778,1449.33333333333,0,2.14333333333333,44.7714285714286,0,0,2.065,"467_Canada_2001","imputed"
"Canada",2002,998467,45726,6391,52117,31289,6297,24992,3.134,372,208,164,0.87584,7.58e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,91086,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,92748,1.792,0,0,0,0,840.65,3.114,5.61228571428571,32.0866666666667,41.7155555555556,7.44355555555556,13.3811111111111,79.1811111111111,1324.11111111111,0,40.34,1.871,41.7155555555556,0.0027,0,0,0,0,5.915,5.212,0,0.107288888888889,1.43777777777778,0,0,0,0,0,0,0,0,6.29333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16913,1.46377777777778,0,0,0,9993,22.025,175.228571428571,24226,0,27.0911111111111,0,0,0,0,0,0,100,218.785714285714,0,5.22,26177.5,693.6,0,0,4.25645454545455,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,103.9,0,0,0,360,0.141,2.199,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.37422222222222,1811.66666666667,0,4.28666666666667,67.1571428571428,0,0,2.065,"468_Canada_2002","imputed"
"Canada",2004,998467,45465.25,6119.75,51585,31712.25,6338.5,25373.75,3.17625,365.75,200,165.75,0.88016,9.335e+11,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,89917.25,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,91557.75,1.792,0,0,0,0,840.725,2.916,5.67871428571429,32.345,41.6166666666667,6.98766666666667,13.5933333333333,79.4233333333333,1306.33333333333,0,40.34,1.871,41.6166666666667,0.0027,0,0,0,0,5.915,5.212,0,0.100466666666667,1.43433333333333,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310,1.46033333333333,0,0,0,11155,24.74,175.971428571429,29236.25,0,27.2633333333333,0,0,0,0,0,0,100,219.514285714286,0,5.16675,25835.25,693.6,0,0,4.33854545454545,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.75,95.525,0,0,0,360,0.141,2.11825,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.36866666666667,2174,0,6.43,89.5428571428571,0,0,2.065,"469_Canada_2004","imputed"
"Canada",2005,998467,45204.5,5848.5,51053,32135.5,6380,25755.5,3.2185,359.5,192,167.5,0.88448,1.109e+12,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,88748.5,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,90367.5,1.792,0,0,0,0,840.8,2.718,5.74514285714286,32.6033333333333,41.5177777777778,6.53177777777778,13.8055555555556,79.6655555555556,1288.55555555556,0,40.34,1.871,41.5177777777778,0.0027,0,0,0,0,5.915,5.212,0,0.0936444444444444,1.43088888888889,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17707,1.45688888888889,0,0,0,12317,27.455,176.714285714286,34246.5,0,27.4355555555556,0,0,0,0,0,0,100,220.242857142857,0,5.1135,25493,693.6,0,0,4.42063636363636,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.5,87.15,0,0,0,360,0.141,2.0375,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.36311111111111,2536.33333333333,0,8.57333333333333,111.928571428571,0,0,2.065,"470_Canada_2005","imputed"
"Canada",2006,998467,44943.75,5577.25,50521,32558.75,6421.5,26137.25,3.26075,353.25,184,169.25,0.8888,1.2845e+12,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,87579.75,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,89177.25,1.792,0,0,0,0,840.975,2.52,5.81157142857143,32.8616666666667,41.4188888888889,6.07588888888889,14.0177777777778,79.9077777777778,1270.77777777778,0,40.34,1.871,41.4188888888889,0.0027,0,0,0,0,5.915,5.212,0,0.0868222222222222,1.42744444444444,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18104,1.45344444444444,0,0,0,13479,30.17,177.457142857143,39256.75,0,27.6077777777778,0,0,0,0,0,0,100,220.971428571429,0,5.06025,25153.25,693.6,0,0,4.50272727272727,0,0,0,0,0,0,0,0,0,0,0.703,0,5.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.25,78.775,0,0,0,360,0.1405,1.95675,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.35755555555556,2898.66666666667,0,10.7166666666667,134.314285714286,0,0,2.065,"471_Canada_2006","imputed"
"Canada",2007,998467,44683,5306,49989,32982,6463,26519,3.303,347,176,171,0.89312,1.46e+12,1.507,99.8,99,100,5362,537,24.23,1500,370,2840,360,2850,86411,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,87987,1.792,0,0,0,0,841.15,2.322,5.878,33.12,41.32,5.62,14.23,80.15,1253,0,40.34,1.871,41.32,0.0027,0,0,0,0,6.264,5.422,0,0.08,1.424,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18501,1.45,0,0,0,14280,31.6925,178.2,44267,0,27.78,0,0,0,0,0,0,100,221.7,0,5.007,24813.5,693.6,0,0,4.58481818181818,0,0,0,0,0,0,0,0,0,0,0.842,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,70.4,0,0,0,360,0.14,1.876,0,0,0,0,0,4.26e+11,9.21e+11,2.06e+10,1145,2.352,3261,0,12.86,156.7,0,0,2.065,"472_Canada_2007","imputed"
"Canada",2009,998467,45016,5187.25,50203.25,33453.5,6484,26969.5,3.35025,340.75,168.5,172.25,0.89744,1.55e+12,1.57025,99.8,99,100,5362,537,24.2325,1500,370,2840,360,2850,85242.5,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,86797.25,1.792,0,0,0,0,841.325,3.5355,5.878,33.12,38.8,8.93,14.23,80.15,1113,0,40.34,1.871,38.8,0.0027,0,0,0,0,6.613,5.632,0,0.1218,1.337,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18860.25,1.361,0,0,0,15081,33.215,178.2,46249.5,0,26.16,0,0,0,0,0,0,100,221.7,0,5.02825,24473.75,693.6,0,0,4.66690909090909,0,0,0,0,0,0,0,0,0,0,0.981,0,5.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,86.85,0,0,0,360,0.1395,1.81075,0,0,0,0,0,4.4275e+11,9.8575e+11,2.2975e+10,1145,2.208,3261,0.0011,12.86,156.7,0,0,2.065,"473_Canada_2009","imputed"
"Canada",2010,998467,45349,5068.5,50417.5,33925,6505,27420,3.3975,334.5,161,173.5,0.90176,1.64e+12,1.6335,99.8,99,100,5362,537,24.235,1500,370,2840,360,2850,84074,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,85607.5,1.792,0,0,0,0,841.5,4.749,5.878,33.12,38.8,12.24,14.23,80.15,1113,0,40.34,1.871,38.8,0.0027,0,0,0,0,6.613,5.632,0,0.1636,1.337,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19219.5,1.361,0,0,0,15882,34.7375,178.2,48232,0,26.16,0,0,0,0,0,0,100,221.7,0,5.0495,24134,693.6,0,0,4.749,0,0,0,0,0,0,0,0,0,0,0.981,0,5.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,103.3,0,0,0,360,0.139,1.7455,0,0,0,0,0,4.595e+11,1.0505e+12,2.535e+10,1145,2.208,3261,0.0022,12.86,156.7,0,0,2.065,"474_Canada_2010","imputed"
"Canada",2011,998467,45682,4949.75,50631.75,34396.5,6526,27870.5,3.44475,328.25,153.5,174.75,0.90608,1.73e+12,1.69675,99.8,99,100,5362,537,24.2375,1500,370,2840,360,2850,82905.5,52,52,0,0,52,0,0,138.3,138.3,0,0,52,0,0,52,2892,370,2902,84417.75,1.792,0,0,0,0,841.5,4.749,5.878,33.12,38.8,12.24,14.23,80.15,1113,0,40.34,1.871,38.8,0.0027,0,0,0,0,6.613,5.632,0,0.1636,1.337,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19578.75,1.361,0,0,0,16683,36.26,178.2,50214.5,0,26.16,0,0,0,0,0,0,100,221.7,0,5.07075,23990,693.6,0,0,4.749,0,0,0,0,0,0,0,0,0,0,0.981,0,5.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,119.75,0,0,0,360,0.13655,1.68025,0,0,0,0,0,4.7625e+11,1.11525e+12,2.7725e+10,1145,2.208,3261,0.0022,12.86,156.7,0,0,2.065,"475_Canada_2011","imputed"
