"geographicAreaM49","timePointYears","Value_4100","Value_4101","Value_4102","Value_4103","Value_4104","Value_4105","Value_4106","Value_4107","Value_4108","Value_4109","Value_4110","Value_4111","Value_4112","Value_4113","Value_4114","Value_4115","Value_4116","Value_4150","Value_4151","Value_4152","Value_4153","Value_4154","Value_4155","Value_4156","Value_4157","Value_4158","Value_4159","Value_4160","Value_4161","Value_4162","Value_4164","Value_4165","Value_4168","Value_4171","Value_4172","Value_4173","Value_4174","Value_4176","Value_4177","Value_4178","Value_4182","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4193","Value_4194","Value_4195","Value_4196","Value_4197","Value_4250","Value_4251","Value_4252","Value_4253","Value_4254","Value_4255","Value_4256","Value_4257","Value_4260","Value_4261","Value_4262","Value_4263","Value_4264","Value_4265","Value_4266","Value_4267","Value_4268","Value_4269","Value_4270","Value_4271","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4306","Value_4307","Value_4308","Value_4309","Value_4310","Value_4311","Value_4312","Value_4313","Value_4314","Value_4315","Value_4316","Value_4317","Value_4318","Value_4319","Value_4320","Value_4321","Value_4322","Value_4323","Value_4324","Value_4325","Value_4326","Value_4327","Value_4328","Value_4329","Value_4330","Value_4331","Value_4332","Value_4333","Value_4334","Value_4335","Value_4336","Value_4337","Value_4338","Value_4339","Value_4340","Value_4341","Value_4342","Value_4343","Value_4344","Value_4345","Value_4346","Value_4347","Value_4348","Value_4349","Value_4350","Value_4351","Value_4352","Value_4353","Value_4354","Value_4355","Value_4356","Value_4357","Value_4358","Value_4359","Value_4360","Value_4361","Value_4362","Value_4363","Value_4364","Value_4366","Value_4367","Value_4369","Value_4370","Value_4371","Value_4372","Value_4373","Value_4374","Value_4376","Value_4377","Value_4378","Value_4379","Value_4400","Value_4401","Value_4403","Value_4410","Value_4411","Value_4412","Value_4413","Value_4414","Value_4415","Value_4416","Value_4417","Value_4418","Value_4420","Value_4421","Value_4422","Value_4423","Value_4424","Value_4425","Value_4426","Value_4427","Value_4431","Value_4432","Value_4434","Value_4436","Value_4437","Value_4438","Value_4439","Value_4445","Value_4446","Value_4448","Value_4449","Value_4450","Value_4451","Value_4452","Value_4453","Value_4454","Value_4455","Value_4457","Value_4458","Value_4459","Value_4460","Value_4461","Value_4462","Value_4463","Value_4464","Value_4465","Value_4466","Value_4467","Value_4468","Value_4469","Value_4470","Value_4471","Value_4472","Value_4473","Value_4474","Value_4475","Value_4476","Value_4477","Value_4481","Value_4482","Value_4483","Value_4484","Value_4485","Value_4486","Value_4487","Value_4490","Value_4491","Value_4492","Value_4493","Value_4497","Value_4499","Value_4503","Value_4507","Value_4508","Value_4509","Value_4510","Value_4511","Value_4512","Value_4513","Value_4514","Value_4515","Value_4516","Value_4517","Value_4520","Value_4521","Value_4522","Value_4523","Value_4524","Value_4525","Value_4531","Value_4532","Value_4533","Value_4534","Value_4535","Value_4536","Value_4537","Value_4538","Value_4541","Value_4542","Value_4543","Value_4544","Value_4545","Value_4546","Value_4547","Value_4548","Value_4549","Value_4550","Value_4551","Value_4552","Value_4553","Value_4554","Value_4555","Value_4556","Value_4557","ID","label"
"Jordan",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2791,0.5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1052_Jordan_2011","raw"
"Jordan",2012,8932,217,85.9,302.9,6994,1178,5816,78.3,119,43,76,0.7462,3.09e+10,3.132,96.9,92.1,97.9,9.915,111,0.0211,NA,0.45,0.485,0.253,0.682,97.51,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,134,27.21,NA,NA,NA,NA,NA,0.462,0.354,0.033,0.849,54.42,41.7,3.887,121.4,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,0.113,NA,49.31,90.61,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,95.65,NA,NA,NA,95.65,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.5,31.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.411,47.24,95.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2045,124.5,NA,0.09,NA,NA,NA,50.61,4423,NA,NA,NA,NA,NA,NA,NA,NA,100,60.87,NA,3.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,48.41,47.24,NA,NA,NA,NA,4.718,66.06,NA,NA,NA,0.253,NA,5.819,NA,NA,NA,NA,NA,8.17e+09,1.82e+10,8.51e+08,0.2054,116,3102,0.0107,247.6,51.29,0.5833,44.08,1.776,"1053_Jordan_2012","raw"
"Jordan",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1054_Jordan_2013","raw"
"Jordan",2014,8932,237.5,84.5,322,NA,NA,NA,NA,118,41,77,0.7483,NA,NA,NA,NA,NA,9.915,111,NA,NA,0.45,0.485,0.253,0.682,89.8,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,123.4,27.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,0.4734,5.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.776,"1055_Jordan_2014","raw"
"Jordan",2015,NA,NA,NA,NA,7595,1160,6435,85.03,NA,NA,NA,NA,3.75e+10,4.174,96.9,92.3,97.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2749,0.575,0.491,0.038,1.104,52.08,44.47,3.442,145.4,NA,NA,0.624,1.104,NA,NA,NA,NA,NA,NA,0.147,NA,61.37,117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.4,NA,NA,NA,103.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6,32.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.682,47.65,103.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.9,NA,NA,NA,NA,NA,64.65,4940,NA,NA,NA,NA,NA,NA,NA,NA,100,76.3,NA,NA,36.19,NA,NA,NA,NA,NA,NA,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,55.83,47.65,NA,NA,NA,NA,5.003,75.71,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,9.8e+09,2.19e+10,1.38e+09,NA,150.9,2870,0.0139,257.9,44.57,0.578,43.54,NA,"1056_Jordan_2015","raw"
"Jordan",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2054,NA,NA,NA,NA,NA,NA,NA,NA,"1057_Jordan_2017","raw"
"Jordan",1962,8878,272,24,296,962.8,450.4,512.4,10.84,80,47,33,0.6226,6.32e+08,16.93,96.5,90.3,98.4,9.855,111,6e-04,0,0.45,0.485,0.253,0.682,708.4,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,973.2,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,478.5,44,0,0,0,0,0,0,0,100,107.4,0,3.334,3.642,225.5,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,96300000,3.91e+08,99400000,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1022_Jordan_1962","imputed"
"Jordan",1964,8878,275.5,26,301.5,1141.4,522.4,619,12.855,80,47,33,0.6226,6.32e+08,16.93,96.5,90.3,98.4,9.855,111,6e-04,0,0.45,0.485,0.253,0.682,612.55,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,841.5,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,478.5,44,0,0,0,0,0,0,0,100,107.4,0,3.396,3.642,225.5,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,96300000,3.91e+08,99400000,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1023_Jordan_1964","imputed"
"Jordan",1967,8878,279,28,307,1320,594.4,725.6,14.87,80,47,33,0.6226,6.32e+08,16.93,96.5,90.3,98.4,9.855,111,6e-04,0,0.45,0.485,0.253,0.682,516.7,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,709.8,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,478.5,44,0,0,0,0,0,0,0,100,107.4,0,3.458,3.642,213.6,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,96300000,3.91e+08,99400000,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1024_Jordan_1967","imputed"
"Jordan",1969,8878,281.666666666667,29.3333333333333,311,1484,658.266666666667,825.733333333333,16.7166666666667,80,47,33,0.6226,6.84e+08,15.72,96.5,90.3,98.4,9.855,111,7e-04,0,0.45,0.485,0.253,0.682,469.933333333333,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,645.566666666667,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,464.033333333333,44,0,0,0,0,0,0,0,100,107.4,0,3.503,3.642,201.7,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,112866666.666667,423333333.333333,98666666.6666667,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1025_Jordan_1969","imputed"
"Jordan",1970,8878,284.333333333333,30.6666666666667,315,1648,722.133333333333,925.866666666667,18.5633333333333,80,47,33,0.6226,7.36e+08,14.51,96.5,90.3,98.4,9.855,111,8e-04,0,0.45,0.485,0.253,0.682,423.166666666667,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,581.333333333333,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,449.566666666667,44,0,0,0,0,0,0,0,100,107.4,0,3.548,3.642,200.6,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,129433333.333333,455666666.666667,97933333.3333333,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1026_Jordan_1970","imputed"
"Jordan",1972,8878,287,32,319,1812,786,1026,20.41,80,47,33,0.6226,7.88e+08,13.3,96.5,90.3,98.4,9.855,111,9e-04,0,0.45,0.485,0.253,0.682,376.4,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,517.1,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,435.1,44,0,0,0,0,0,0,0,100,107.4,0,3.593,3.3985,199.5,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,1.46e+08,4.88e+08,97200000,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1027_Jordan_1972","imputed"
"Jordan",1975,8878,290.5,33,323.5,1952,829,1123,21.985,80,47,33,0.6226,1.444e+09,10.988,96.5,90.3,98.4,9.855,111,9e-04,0,0.45,0.485,0.253,0.682,351.2,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,482.5,27.21,0,0,0,0,0.0066,0.293,0.131,0.027,0.451,64.97,29.05,5.987,215.6,0,0.3129,0.5533,0.451,0.002,0.047,0.17,0,0,0,0.069,0,31.27,48.13,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,66.13,0,0.09,0,0,0,62.62,718.55,44,0,0,0,0,0,0,0,100,107.4,0,3.644,3.155,198.4,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,280500000,8.79e+08,128600000,0.2054,61.65,373.5,0,15.39,9.687,0.7087,26.53,1.776,"1028_Jordan_1975","imputed"
"Jordan",1977,8878,294,34,328,2092,872,1220,23.56,80,47,33,0.6226,2.1e+09,8.676,96.5,90.3,98.4,9.855,111,9e-04,0,0.45,0.485,0.253,0.682,326,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,447.9,27.21,0,0,0,0,0.0066,0.335,0.132,0.026,0.493,67.72,26.955,5.33,216.4,0,0.3129,0.5533,0.493,0.002,0.047,0.17,0,0,0,0.069,0,35.75,52.615,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,72.29,0,0.09,0,0,0,58.31,1002,44,0,0,0,0,0,0,0,100,96.63,0,3.695,2.9175,225.1,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,12.91,140.1,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,4.15e+08,1.27e+09,1.6e+08,0.2054,67.39,561.65,0,31.585,15.4335,0.7087,26.53,1.776,"1029_Jordan_1977","imputed"
"Jordan",1980,8878,295.05,36,331.05,2277.5,893,1384.5,25.65,80,47,33,0.6226,3.39e+09,7.4205,96.5,90.3,98.4,9.855,111,9e-04,0,0.45,0.485,0.253,0.682,301.45,0.4,0.13,0,0,0.165,0.54,0.035,0,0,0,0,0.165,0.27,0,0.255,0.65,0.54,0.937,414.15,27.21,0,0,0,0,0.0066,0.377,0.133,0.025,0.535,70.47,24.86,4.673,217.2,0,0.3129,0.5533,0.535,0.002,0.047,0.17,0,0,0,0.069,0,40.23,57.1,4,4,0,1.213,0,85,20.3,5.7,1.02,64.3,0,64.3,0,0,0,64.3,0,100,35.1,25.53,0,54.6,39.7,0,0,0,0,0,75.65,19.5,57.9,0,6.4,0,0,0,0,0,0,0,0,0,0,6.32,0,2.57,0,0,0,0,3.84,0,0,0,0,0,0,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,13.87,68.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221,0,502,78.45,0,0.09,0,0,0,54,1451,44,0,0,0,0,0,0,0,100,85.86,0,3.729,2.68,251.8,200,5.5,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0,1.5,2.002,19,0,0,41.69,27.22,0,0,0,0,11.53,146.6,0,1.5,0.047,0.253,0.639,15.94,0,0,0,0,0,802500000,2.045e+09,2.12e+08,0.2054,73.13,749.8,0,47.78,21.18,0.7087,26.53,1.776,"1030_Jordan_1980","imputed"
