"geographicAreaM49","timePointYears","Value_4103","Value_4101","Value_4102","Value_4105","Value_4104","Value_4106","Value_4107","Value_4100","Value_4160","Value_4162","Value_4168","Value_4108","Value_4109","Value_4110","Value_4150","Value_4155","Value_4157","Value_4154","Value_4156","Value_4158","Value_4164","Value_4176","Value_4174","Value_4182","Value_4452","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4509","Value_4193","Value_4194","Value_4196","Value_4195","Value_4253","Value_4251","Value_4252","Value_4250","Value_4254","Value_4255","Value_4256","Value_4257","Value_4263","Value_4264","Value_4265","Value_4451","Value_4271","Value_4260","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4311","Value_4308","Value_4309","Value_4310","Value_4313","Value_4312","Value_4316","Value_4317","Value_4314","Value_4315","Value_4319","Value_4323","Value_4320","Value_4324","Value_4321","Value_4325","Value_4322","Value_4327","Value_4326","Value_4328","Value_4318","Value_4330","Value_4307","Value_4331","Value_4445","Value_4400","Value_4446","Value_4448","Value_4450","Value_4455","Value_4454","Value_4457","Value_4458","Value_4112","Value_4459","Value_4462","Value_4379","Value_4461","Value_4463","Value_4464","Value_4466","Value_4465","Value_4467","Value_4468","Value_4470","Value_4471","Value_4197","Value_4514","Value_4513","Value_4531","Value_4532","Value_4538","Value_4449","Value_4550","Value_4549","Value_4551","Value_4552","Value_4553","Value_4554","Value_4548","Value_4555","Value_4546","Value_4547","Value_4556","Value_4557"
"Djibouti",1987,1,1,0,119,485.6,366.6,20.93,2320,0,0,0,158,86,72,5.104,0.3,0.3,0.015,0.015,617.8,0,0,0,0,0,0.3,0.015,0.3,617.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.9,373000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431,NA,NA,NA,NA,0,14.42,82.29,192,NA,0.062,NA,NA,NA,NA,NA,100,NA,NA,100,NA
"Djibouti",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,0.674,NA,NA,0.674,NA,NA,100,100,0.674,NA,NA,0,0,NA,NA,60.39,0.407,28.08,NA,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.407,0.407,60.39,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",1992,1,1,0,147.8,627.1,479.3,27.03,2320,0,0,0,203,109,94,5.104,0.3,0.3,0.015,0.015,478.4,0,0,0,0,0,0.3,0.015,0.3,478.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,762.3,478000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431,NA,NA,NA,NA,NA,NA,81.2,250,NA,0.062,NA,NA,NA,NA,13800000,100,71700000,333000000,100,NA
"Djibouti",1997,1,1,0,160.1,685.6,525.5,29.55,2320,0,0,0,219,118,101,5.104,0.3,0.3,0.015,0.015,437.6,0,0,0,0,0,0.3,0.015,0.3,437.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.2,503000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431,NA,NA,NA,NA,NA,NA,79.06,277,NA,0.062,NA,NA,NA,NA,15400000,100,66900000,354000000,100,NA
"Djibouti",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0008,NA,NA,NA,NA,NA,NA,1.012,NA,NA,NA,1.012,NA,NA,1.012,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,38.34,0.388,42.17,NA,101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.582,0.388,38.34,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,0.016,0,0.003,15.79,84.21,0,25.49,0.0188,0.0001,0.0001,NA,26.67,NA,1,6.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.267,NA,NA,21.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.95,28.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.899,NA,NA,6.178,NA,26.01,NA,NA,NA,NA,NA,NA
"Djibouti",2002,1,1,0,175.1,745.5,570.4,32.13,2320,0,0,0,237,128,109,5.104,0.3,0.3,0.015,0.015,402.4,0,0,0,0,0,0.3,0.015,0.3,402.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.9,591000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431,NA,NA,NA,NA,0,4.024,77.45,306,NA,0.062,NA,NA,NA,NA,18500000,100,82700000,416000000,100,NA
"Djibouti",2007,1.5,1.5,0,185.5,799.3,613.8,34.45,2320,0,0,0,255,138,117,5.104,0.3,0.3,0.015,0.015,375.3,0,0,0,0,0,0.3,0.015,0.3,375.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061,848000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0647,NA,NA,NA,NA,NA,NA,75.44,338,NA,0.062,NA,NA,NA,NA,28800000,100,126000000,592000000,100,NA
"Djibouti",2012,2,2,0,190.2,853.1,662.9,36.77,2320,0,0,0,277,149,128,5.104,0.3,0.3,0.015,0.015,351.7,0,0,0,0,0,0.3,0.015,0.3,351.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,1350000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0862,NA,NA,NA,NA,NA,NA,73.09,379,NA,0.062,NA,NA,NA,NA,NA,100,NA,NA,100,NA
"Djibouti",2013,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2014,2,2,NA,NA,NA,NA,NA,2320,0,0,0,287,154,133,5.104,0.3,0.3,0.015,0.015,337.9,0,0,0,0,0,0.3,0.015,0.3,337.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,1590000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0862,NA,NA,NA,NA,NA,NA,72.29,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2015,NA,NA,NA,192.1,887.9,695.8,38.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA
"Djibouti",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.6,12000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1962,16,8,8,38.44,61.98,23.54,82.64,75,0,0,0,NA,NA,NA,1.562,NA,0.2,NA,NA,3227,0,0,0,0,0,NA,NA,0.2,3227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,15500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1967,17,7,10,41.75,67.68,25.93,90.24,75,0,0,0,NA,NA,NA,1.562,NA,0.2,NA,NA,2955,0,0,0,0,0,NA,NA,0.2,2955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.6,20200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1972,17,7,10,42.86,71.74,28.88,95.65,75,0,0,0,NA,NA,NA,1.562,NA,0.2,NA,NA,2788,0,0,0,0,0,NA,NA,0.2,2788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1977,17,7,10,40.89,73.41,32.52,97.88,75,0,0,0,NA,NA,NA,1.562,NA,0.2,NA,NA,2724,0,0,0,0,0,NA,NA,0.2,2724,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.4,36400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11800000,NA,4592593,15000000,NA,NA
"Dominica",1982,17,6,11,37.94,75.17,37.23,100.2,75,0,0,0,9,7,2,1.562,NA,0.2,NA,NA,2661,0,0,0,0,0,NA,NA,0.2,2661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.5,72100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,33.33,27,NA,NA,NA,NA,NA,NA,18400000,NA,12400000,29700000,NA,NA
"Dominica",1987,17,6,11,30.31,72.37,42.06,96.49,75,0,0,0,8,6,2,1.562,NA,0.2,NA,NA,2764,0,0,0,0,0,NA,NA,0.2,2764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746,126000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,29.63,27,NA,NA,NA,NA,NA,NA,31300000,NA,15500000,58200000,NA,NA
"Dominica",1992,16,4,12,25.15,70.98,45.83,94.64,75,0,0,0,8,6,2,1.562,NA,0.2,NA,NA,2818,0,0,0,0,0,NA,NA,0.2,2818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2702,192000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33,NA,NA,NA,NA,NA,NA,28.57,28,NA,NA,NA,NA,NA,NA,36200000,NA,32800000,92500000,NA,NA
"Dominica",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166,NA,NA,NA,NA,NA,NA,234.6,0.0166,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",1997,15,3,12,24.77,70.76,45.99,94.35,75,0,0,0,7,5,2,1.562,NA,0.2,NA,NA,2826,0,0,0,0,0,NA,NA,0.2,2826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473,246000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,24.14,29,NA,NA,NA,NA,NA,NA,39800000,NA,44900000,121000000,NA,NA
"Dominica",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166,NA,NA,NA,NA,NA,NA,237.8,0.0166,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",2002,20,5,15,23.96,69.81,45.85,93.08,75,0,0,0,7,5,2,1.562,NA,0.2,NA,NA,2865,0,0,0,0,0,NA,NA,0.2,2865,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837,338000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA,NA,24.14,29,NA,NA,NA,NA,NA,NA,36100000,NA,51500000,212000000,NA,NA
"Dominica",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166,NA,NA,NA,NA,NA,NA,234.5,0.0166,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778
"Dominica",2007,20,5,15,23.22,70.8,47.58,94.4,75,0,0,0,7,5,2,1.562,NA,0.2,NA,NA,2825,0,0,0,0,0,NA,NA,0.2,2825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5953,421000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA,NA,23.33,30,NA,NA,NA,NA,NA,NA,44000000,NA,56500000,246000000,NA,NA
"Dominica",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.019,0,0.001,5,95,0,279,0.02,NA,NA,NA,NA,NA,0.5,10,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2,NA,NA,100,NA,NA,100,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.8696,NA,NA,NA,NA,10,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,385.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0.0001,NA,15.02,NA,NA,NA,NA,0.0033,NA
"Dominica",2012,23,6,17,22.46,71.69,49.23,95.59,75,0,0,0,7,5,2,1.562,NA,0.2,NA,NA,2790,0,0,0,0,0,NA,NA,0.2,2790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6768,485000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67,NA,NA,NA,NA,0,13.95,22.58,31,NA,NA,NA,NA,NA,NA,58400000,0.0001,62000000,285000000,NA,1.778
"Dominica",2014,23,6,17,NA,NA,NA,NA,75,0,0,0,7,5,2,1.562,NA,0.2,NA,NA,2752,0,0,0,0,0,NA,NA,0.2,2752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.67,NA,NA,NA,NA,NA,NA,21.88,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778
