"geographicAreaM49","timePointYears","Value_4103","Value_4101","Value_4102","Value_4105","Value_4104","Value_4106","Value_4107","Value_4100","Value_4160","Value_4162","Value_4168","Value_4108","Value_4109","Value_4110","Value_4150","Value_4155","Value_4157","Value_4154","Value_4156","Value_4158","Value_4164","Value_4176","Value_4174","Value_4182","Value_4452","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4509","Value_4193","Value_4194","Value_4196","Value_4195","Value_4253","Value_4251","Value_4252","Value_4250","Value_4254","Value_4255","Value_4256","Value_4257","Value_4263","Value_4264","Value_4265","Value_4451","Value_4271","Value_4260","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4311","Value_4308","Value_4309","Value_4310","Value_4313","Value_4312","Value_4316","Value_4317","Value_4314","Value_4315","Value_4319","Value_4323","Value_4320","Value_4324","Value_4321","Value_4325","Value_4322","Value_4327","Value_4326","Value_4328","Value_4318","Value_4330","Value_4307","Value_4331","Value_4445","Value_4400","Value_4446","Value_4448","Value_4450","Value_4455","Value_4454","Value_4457","Value_4458","Value_4112","Value_4459","Value_4462","Value_4379","Value_4461","Value_4463","Value_4464","Value_4466","Value_4465","Value_4467","Value_4468","Value_4470","Value_4471","Value_4197","Value_4514","Value_4513","Value_4531","Value_4532","Value_4538","Value_4449","Value_4550","Value_4549","Value_4551","Value_4552","Value_4553","Value_4554","Value_4548","Value_4555","Value_4546","Value_4547","Value_4556","Value_4557","Imputation"
"Japan",1995,5057,4641,415,27375,124114,96739,328,37780,0,0,0,3750,2061,1689,630,420,430,27,17,3465,0,0,0,0,0,420,27,430,3465,0,NA,NA,NA,NA,NA,90,16,14,58,65,18,16,727,90,0,0,NA,NA,NA,13,21,NA,NA,NA,NA,3081,2748,261,55,3081,NA,NA,3081,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,98,3052,NA,NA,62,NA,NA,NA,NA,21,NA,NA,130,32901,NA,317,NA,NA,3052,98,NA,NA,NA,99,166,13,NA,NA,NA,NA,120,473,5,66345,31,144,4482,0,99,180,NA,NA,NA,NA,NA,1,"Yes"
"Japan",1996,5003,4605,397,27272,124581,97308,329,37780,0,0,0,3506,1945,1561,630,420,430,27,17,3452,0,0,0,0,0,420,27,430,3452,0,NA,NA,NA,NA,NA,89,16,13,58,65,18,16,720,89,0,0,NA,NA,NA,13,20,NA,NA,NA,NA,3034,2666,280,56,3034,NA,NA,3034,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,97,2977,NA,NA,62,NA,NA,NA,NA,20,NA,NA,130,33724,NA,336,NA,NA,2977,97,NA,NA,NA,99,165,13,NA,NA,NA,NA,116,472,5,66885,31,144,4673,0,98,179,NA,NA,NA,NA,NA,1,"Yes"
"Japan",1997,4949,4569,380,27170,125048,97878,331,37780,0,0,0,3262,1829,1433,630,420,430,27,17,3439,0,0,0,0,0,420,27,430,3439,0,NA,NA,NA,NA,NA,89,16,13,58,65,18,15,713,89,0,0,NA,NA,NA,13,20,NA,NA,NA,NA,2987,2584,299,56,2987,NA,NA,2987,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,96,2901,NA,NA,61,NA,NA,NA,NA,20,NA,NA,130,34547,NA,355,NA,NA,2901,96,NA,NA,NA,99,163,13,NA,NA,NA,NA,112,470,4,67426,31,144,4864,0,96,179,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2000,4887,4519,368,25837,125448,99611,332,37783,0,0,0,2970,1680,1290,630,420,430,27,17,3428,0,0,0,0,0,420,27,430,3428,0,NA,NA,NA,NA,NA,87,16,12,57,66,18,15,699,87,0,0,NA,NA,NA,13,20,NA,NA,NA,NA,2940,2502,317,57,2940,NA,NA,2940,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,95,2826,NA,NA,61,NA,NA,NA,NA,20,NA,NA,129,33539,NA,374,NA,NA,2826,95,NA,NA,NA,99,161,12,NA,NA,NA,NA,107,461,4,67109,30,144,4836,0,95,179,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2001,4825,4469,356,24504,125849,101345,333,37786,0,0,0,2679,1531,1148,630,420,430,27,17,3417,0,0,0,0,0,420,27,430,3417,0,NA,NA,NA,NA,NA,86,16,12,56,66,18,14,684,86,0,0,NA,NA,NA,13,20,NA,NA,NA,NA,2893,2420,336,57,2893,NA,NA,2893,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,94,2750,NA,NA,61,NA,NA,NA,NA,20,NA,NA,129,32532,NA,394,NA,NA,2750,94,NA,NA,NA,99,159,12,NA,NA,NA,NA,102,452,4,66792,30,144,4809,0,93,179,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2002,4763,4419,344,23171,126250,103079,334,37789,0,0,0,2388,1382,1006,630,420,430,27,17,3406,0,0,0,0,0,420,27,430,3406,0,NA,NA,NA,NA,NA,84,16,12,56,66,19,14,670,84,0,0,NA,NA,NA,13,19,NA,NA,NA,NA,2846,2338,355,58,2846,NA,NA,2846,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,93,2675,NA,NA,60,NA,NA,NA,NA,19,NA,NA,129,31525,NA,413,NA,NA,2675,93,NA,NA,NA,99,157,12,NA,NA,NA,NA,97,444,3,66475,29,144,4782,0,91,179,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2006,4706,4372,334,19213,126750,107537,335,37791,0,0,0,2065,1205,860,630,420,430,27,17,3392,0,0,0,0,0,420,27,430,3392,0,NA,NA,NA,NA,NA,83,15,12,55,65,19,14,661,83,0,0,NA,NA,NA,12,19,NA,NA,NA,NA,2800,2256,373,58,2800,NA,NA,2800,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,60,NA,NA,NA,NA,19,NA,NA,126,32894,NA,432,NA,NA,2600,92,NA,NA,NA,99,149,12,NA,NA,NA,NA,98,436,3,65980,29,144,5070,0,93,192,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2007,4650,4326,324,15255,127250,111995,336,37793,0,0,0,1743,1029,714,630,420,430,27,17,3379,0,0,0,0,0,420,27,430,3379,0,NA,NA,NA,NA,NA,82,15,12,54,65,18,15,652,82,0,0,NA,NA,NA,12,19,NA,NA,NA,NA,2700,2174,392,59,2700,NA,NA,2700,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,58,NA,NA,NA,NA,19,NA,NA,123,34263,NA,451,NA,NA,2600,92,NA,NA,NA,99,140,12,NA,NA,NA,NA,100,428,2,65486,28,144,5358,0,95,205,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2009,4624,4306,318,13989,127222,113232,336,37793,0,0,0,1618,958,660,630,420,430,27,17,3379,0,0,0,0,0,420,27,430,3379,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2600,2092,411,59,2600,NA,NA,2600,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,56,NA,NA,NA,NA,18,NA,NA,121,37416,NA,470,NA,NA,2600,92,NA,NA,NA,99,131,12,NA,NA,NA,NA,98,428,2,64944,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2010,4599,4286,313,12724,127195,114470,336,37794,0,0,0,1494,888,606,630,420,430,27,17,3380,0,0,0,0,0,420,27,430,3380,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,40570,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,12,NA,NA,NA,NA,95,428,2,64402,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2011,4574,4266,308,11459,127167,115708,336,37795,0,0,0,1370,818,552,630,420,430,27,17,3381,0,0,0,0,0,420,27,430,3381,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,43723,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,12,NA,NA,NA,NA,93,428,2,63860,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2012,4549,4246,303,10194,127140,116946,336,37796,0,0,0,1246,748,498,630,420,430,27,17,3382,0,0,0,0,0,420,27,430,3382,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,46877,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,12,NA,NA,NA,NA,91,428,1,63319,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2014,4519,4223,296,9097,126856,117759,335,37796,0,0,0,1087,657,430,630,420,430,27,17,3397,0,0,0,0,0,420,27,430,3397,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,39713,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,11,NA,NA,NA,NA,91,428,1,62397,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2015,4519,4223,296,8001,126573,118572,334,37796,0,0,0,1087,657,430,630,420,430,27,17,3397,0,0,0,0,0,420,27,430,3397,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,32550,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,11,NA,NA,NA,NA,91,428,1,62397,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Japan",2017,4519,4223,296,8001,126573,118572,334,37796,0,0,0,1087,657,430,630,420,430,27,17,3397,0,0,0,0,0,420,27,430,3397,0,NA,NA,NA,NA,NA,81,15,11,54,66,18,14,640,81,0,0,NA,NA,NA,12,18,NA,NA,NA,NA,2500,2010,430,60,2500,NA,NA,2500,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,2600,NA,NA,54,NA,NA,NA,NA,18,NA,NA,121,32550,NA,490,NA,NA,2600,92,NA,NA,NA,99,131,11,NA,NA,NA,NA,91,428,1,62397,28,144,7481,0,132,295,NA,NA,NA,NA,NA,1,"Yes"
"Jordan",1962,296,272,24,450,962,512,10,8878,0,0,0,NA,NA,NA,9,0,0,0,0,708,0,0,0,0,0,0,0,0,973,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1967,307,279,28,594,1320,725,14,8878,0,0,0,NA,NA,NA,9,0,0,0,0,516,0,0,0,0,0,0,0,0,709,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,632000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,99400000,NA,96300000,391000000,NA,NA,"No"
"Jordan",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1972,319,287,32,786,1812,1026,20,8878,0,0,0,NA,NA,NA,9,0,0,0,0,376,0,0,0,0,0,0,0,0,517,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,788000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,97200000,NA,146000000,488000000,NA,NA,"No"
"Jordan",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,64,29,5,215,0,NA,NA,NA,NA,NA,31,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,107,NA,3,0,NA,NA,NA,NA,NA,NA,61,NA,373,0,15,9,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1977,328,294,34,872,2092,1220,23,8878,0,0,0,NA,NA,NA,9,0,0,0,0,326,0,0,0,0,0,0,0,0,447,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,2100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12,140,NA,NA,NA,0,NA,NA,NA,NA,160000000,NA,415000000,1270000000,NA,NA,"No"
"Jordan",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,70,24,4,217,0,NA,NA,NA,NA,NA,40,57,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,85,NA,2,0,NA,NA,NA,NA,NA,NA,73,NA,749,0,47,21,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1982,334,296,38,914,2463,1549,27,8878,0,0,0,80,47,33,9,0,0,0,0,276,0,0,0,0,0,0,0,0,380,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10,153,15,502,NA,0,NA,NA,NA,NA,264000000,NA,1190000000,NA,NA,NA,"No"
"Jordan",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,74,21,3,207,0,NA,NA,NA,NA,NA,49,66,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,NA,2,0,NA,NA,NA,NA,NA,NA,84,NA,890,0,67,29,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1987,365,303,62,906,2982,2076,33,8878,0,0,0,91,54,37,9,0,0,0,0,228,0,0,0,0,0,0,0,0,314,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,154,14,619,NA,0,NA,NA,NA,NA,398000000,NA,1550000000,NA,NA,NA,"No"
"Jordan",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,20,5,38,64,NA,NA,64,NA,NA,100,54,35,39,25,5,NA,NA,NA,NA,NA,75,NA,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,68,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,"No"
"Jordan",1992,329,259,70,915,3744,2829,42,8878,0,0,0,115,69,46,9,0,0,0,0,182,0,0,0,0,0,0,0,0,250,27,NA,NA,NA,NA,NA,0,0,0,0,74,21,3,262,0,NA,NA,NA,NA,NA,78,100,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,NA,NA,NA,85,NA,NA,NA,6,NA,137,NA,NA,57,1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,75,3,NA,NA,NA,NA,8,196,12,915,128,0,430,0,38,13,363000000,NA,1260000000,NA,NA,NA,"No"
"Jordan",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"No"
"Jordan",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,72,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",1997,270,187,83,951,4545,3594,51,8878,0,0,0,128,68,60,9,0,0,0,0,150,0,0,0,0,0,0,0,0,206,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,1238,NA,0,NA,NA,NA,NA,209000000,NA,1620000000,NA,NA,NA,"No"
"Jordan",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",2002,283,195,88,999,4939,3940,55,8878,0,0,0,112,53,59,9,0,0,0,0,138,0,0,0,0,0,0,0,0,189,27,NA,NA,NA,NA,NA,0,0,0,0,64,31,4,162,0,NA,NA,NA,NA,NA,55,78,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,74,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,85,26,NA,NA,NA,NA,108,NA,NA,50,1940,NA,NA,NA,74,NA,NA,NA,NA,NA,91,63,3,NA,NA,2,NA,7,104,8,1327,100,0,1001,0,60,23,210000000,NA,NA,NA,38,NA,"No"
"Jordan",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,78,13,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,75,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Jordan",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,10,10,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
